player_name,team,start_date,end_date,type,season,season_start_year
Boubacar Kamara,Aston Villa,2023-04-04,2023-04-30,injury-ankle-injury,2022-2023,2022
Boubacar Kamara,Aston Villa,2022-09-15,2022-10-31,injury-knee-injury,2022-2023,2022
Danny Ings,Aston Villa,2023-01-21,2023-01-21,injury-knee-injury,2022-2023,2022
Diego Carlos,Aston Villa,2022-11-08,2023-06-30,injury-achilles-tendon-rupture,2022-2023,2022
Ezri Konsa,Aston Villa,2022-07-01,2022-10-07,injury-knee-injury,2022-2023,2022
Jacob Ramsey,Aston Villa,2023-04-10,2023-06-30,injury-foot-injury,2022-2023,2022
Jacob Ramsey,Aston Villa,2023-02-07,2023-06-30,injury-metatarsal-fracture,2022-2023,2022
Jacob Ramsey,Aston Villa,2022-11-23,2023-06-30,injury-hamstring-injury,2022-2023,2022
Jaden Philogene,Aston Villa,2023-01-11,2023-06-30,injury-thigh-problems,2022-2023,2022
Jaden Philogene,Aston Villa,2023-04-16,2023-04-20,injury-knee-problems,2022-2023,2022
Jaden Philogene,Aston Villa,2022-07-01,2022-12-12,injury-groin-injury,2022-2023,2022
Jaden Philogene,Aston Villa,2022-11-03,2022-10-04,injury-knee-injury,2022-2023,2022
Jed Steer,Aston Villa,2022-07-01,2022-10-31,injury-achilles-tendon-problems,2022-2023,2022
John McGinn,Aston Villa,2023-01-01,2023-04-02,injury-hamstring-strain,2022-2023,2022
Keinan Davis,Aston Villa,2023-02-04,2023-04-14,injury-hamstring-injury,2022-2023,2022
Keinan Davis,Aston Villa,2023-05-01,2023-01-26,injury-hamstring-injury,2022-2023,2022
Kortney Hause,Aston Villa,2022-07-01,2023-06-30,injury-knee-surgery,2022-2023,2022
Leander Dendoncker,Aston Villa,2023-01-08,2023-01-09,injury-unknown-injury,2022-2023,2022
Leander Dendoncker,Aston Villa,2023-01-03,2023-03-23,injury-hand-injury,2022-2023,2022
Leon Bailey,Aston Villa,2022-08-10,2022-10-14,injury-muscle-injury,2022-2023,2022
Leon Bailey,Aston Villa,2022-07-01,2022-10-02,injury-thigh-problems,2022-2023,2022
Lucas Digne,Aston Villa,2023-01-14,2023-03-02,injury-shoulder-injury,2022-2023,2022
Lucas Digne,Aston Villa,2022-09-17,2022-10-27,injury-ankle-injury,2022-2023,2022
Ludwig Augustinsson,Aston Villa,2023-06-12,2023-06-30,injury-ill,2022-2023,2022
Ludwig Augustinsson,Aston Villa,2022-07-01,2022-10-31,injury-hamstring-injury,2022-2023,2022
Matty Cash,Aston Villa,2023-04-05,2023-06-30,injury-fitness,2022-2023,2022
Matty Cash,Aston Villa,2023-03-29,2023-03-05,injury-calf-injury,2022-2023,2022
Matty Cash,Aston Villa,2022-07-01,2022-09-28,injury-tendon-rupture,2022-2023,2022
Morgan Sanson,Aston Villa,2023-01-03,2023-06-30,injury-hamstring-injury,2022-2023,2022
Morgan Sanson,Aston Villa,2022-10-04,2022-08-05,injury-knock,2022-2023,2022
Philippe Coutinho,Aston Villa,2022-07-01,2022-12-25,injury-hamstring-injury,2022-2023,2022
Álex Moreno,Aston Villa,2023-05-20,2023-06-30,injury-hamstring-injury,2022-2023,2022
Chris Mepham,Bournemouth,2023-04-28,2023-06-05,injury-thigh-problems,2022-2023,2022
Dango Ouattara,Bournemouth,2023-06-08,2023-06-30,injury-injury-to-the-ankle,2022-2023,2022
David Brooks,Bournemouth,2022-12-19,2023-06-30,injury-fitness,2022-2023,2022
David Brooks,Bournemouth,2022-08-20,2022-12-18,injury-hamstring-injury,2022-2023,2022
David Brooks,Bournemouth,2022-07-01,2022-10-05,injury-lymphatic-cancer,2022-2023,2022
Dominic Solanke,Bournemouth,2023-01-13,2023-06-02,injury-knee-injury,2022-2023,2022
Jack Stephens,Bournemouth,2022-07-01,2022-07-01,injury-corona-virus,2022-2023,2022
James Hill,Bournemouth,2023-01-22,2023-01-30,injury-concussion,2022-2023,2022
Lewis Cook,Bournemouth,2023-01-14,2023-01-04,injury-knee-injury,2022-2023,2022
Lewis Cook,Bournemouth,2023-01-14,2023-01-14,injury-knee-injury,2022-2023,2022
Lloyd Kelly,Bournemouth,2023-01-12,2023-06-30,injury-muscle-injury,2022-2023,2022
Lloyd Kelly,Bournemouth,2023-01-25,2023-06-03,injury-ankle-injury,2022-2023,2022
Lloyd Kelly,Bournemouth,2022-09-15,2022-12-26,injury-ankle-injury,2022-2023,2022
Lloyd Kelly,Bournemouth,2022-08-22,2022-08-30,injury-muscle-injury,2022-2023,2022
Marcus Tavernier,Bournemouth,2023-04-28,2023-06-28,injury-hamstring-injury,2022-2023,2022
Marcus Tavernier,Bournemouth,2023-02-24,2023-03-20,injury-hamstring-injury,2022-2023,2022
Marcus Tavernier,Bournemouth,2022-11-13,2023-06-02,injury-hamstring-injury,2022-2023,2022
Aaron Hickey,Brentford,2023-02-11,2023-06-30,injury-hamstring-injury,2022-2023,2022
Aaron Hickey,Brentford,2022-10-10,2022-12-31,injury-ankle-injury,2022-2023,2022
Frank Onyeka,Brentford,2023-03-25,2023-06-30,injury-thigh-problems,2022-2023,2022
Frank Onyeka,Brentford,2022-07-01,2023-02-15,injury-hamstring-injury,2022-2023,2022
Josh Dasilva,Brentford,2023-06-12,2023-06-30,injury-ankle-injury,2022-2023,2022
Keane Lewis-Potter,Brentford,2023-05-03,2023-02-05,injury-knee-injury,2022-2023,2022
Keane Lewis-Potter,Brentford,2022-11-10,2022-10-31,injury-fitness,2022-2023,2022
Keane Lewis-Potter,Brentford,2022-07-01,2022-10-10,injury-ligament-injury,2022-2023,2022
Kevin Schade,Brentford,2022-10-03,2022-11-09,injury-abdominal-muscle-strain,2022-2023,2022
Kristoffer Ajer,Brentford,2023-02-12,2023-06-30,injury-foot-injury,2022-2023,2022
Kristoffer Ajer,Brentford,2022-09-07,2022-08-31,injury-hamstring-injury,2022-2023,2022
Mads Bech Sørensen,Brentford,2023-05-02,2023-03-16,injury-forearm-fracture,2022-2023,2022
Pontus Jansson,Brentford,2022-07-01,2022-11-15,injury-hamstring-injury,2022-2023,2022
Sergi Canós,Brentford,2023-02-04,2023-01-05,injury-inner-ligament-injury,2022-2023,2022
Thomas Strakosha,Brentford,2022-09-30,2023-01-01,injury-ankle-injury,2022-2023,2022
Vitaly Janelt,Brentford,2023-03-15,2023-06-04,injury-knee-injury,2022-2023,2022
Yegor Yarmolyuk,Brentford,2023-01-06,2023-06-29,injury-unknown-injury,2022-2023,2022
Yegor Yarmolyuk,Brentford,2023-03-15,2023-06-04,injury-unknown-injury,2022-2023,2022
Aaron Connolly,Brighton,2022-10-20,2022-10-23,injury-unknown-injury,2022-2023,2022
Adam Lallana,Brighton,2023-01-22,2023-04-14,injury-thigh-problems,2022-2023,2022
Adam Lallana,Brighton,2022-08-26,2022-09-28,injury-calf-injury,2022-2023,2022
Adam Webster,Brighton,2022-12-20,2023-05-01,injury-minor-knock,2022-2023,2022
Adam Webster,Brighton,2022-07-01,2022-08-04,injury-groin-injury,2022-2023,2022
Danny Welbeck,Brighton,2023-04-02,2023-04-02,injury-calf-injury,2022-2023,2022
Danny Welbeck,Brighton,2022-12-23,2023-04-01,injury-unknown-injury,2022-2023,2022
Enock Mwepu,Brighton,2022-09-30,2022-10-10,injury-heart-problems,2022-2023,2022
Enock Mwepu,Brighton,2022-08-01,2022-11-03,injury-hamstring-injury,2022-2023,2022
Evan Ferguson,Brighton,2023-05-09,2023-06-30,injury-knee-injury,2022-2023,2022
Evan Ferguson,Brighton,2023-04-15,2023-05-05,injury-ankle-injury,2022-2023,2022
Facundo Buonanotte,Brighton,2023-01-22,2023-01-02,injury-cervical-spine-injury,2022-2023,2022
Jakub Moder,Brighton,2022-07-01,2023-06-30,injury-cruciate-ligament-tear,2022-2023,2022
Jeremy Sarmiento,Brighton,2023-01-10,2023-01-11,injury-muscle-injury,2022-2023,2022
Jeremy Sarmiento,Brighton,2023-03-25,2023-01-06,injury-metatarsal-fracture,2022-2023,2022
Jeremy Sarmiento,Brighton,2022-08-14,2022-08-31,injury-knee-injury,2022-2023,2022
Jeremy Sarmiento,Brighton,2022-07-01,2022-10-03,injury-hamstring-injury,2022-2023,2022
Julio Enciso,Brighton,2022-08-05,2022-08-29,injury-facial-injury,2022-2023,2022
Levi Colwill,Brighton,2023-01-20,2023-02-25,injury-torn-muscle-bundle,2022-2023,2022
Odeluga Offiah,Brighton,2023-03-11,2023-06-30,injury-ill,2022-2023,2022
Odeluga Offiah,Brighton,2023-01-09,2023-06-30,injury-ill,2022-2023,2022
Pervis Estupiñán,Brighton,2023-02-19,2023-01-03,injury-muscular-problems,2022-2023,2022
Robert Sánchez,Brighton,2023-05-13,2023-05-29,injury-knock,2022-2023,2022
Tariq Lamptey,Brighton,2023-06-10,2023-06-30,injury-muscle-injury,2022-2023,2022
Tariq Lamptey,Brighton,2023-05-03,2023-06-30,injury-knee-injury,2022-2023,2022
Abdul Rahman Baba,Chelsea,2023-02-15,2023-05-15,injury-unknown-injury,2022-2023,2022
Abdul Rahman Baba,Chelsea,2023-01-02,2023-05-02,injury-tonsillitis,2022-2023,2022
Abdul Rahman Baba,Chelsea,2022-09-29,2022-10-16,injury-hamstring-injury,2022-2023,2022
Armando Broja,Chelsea,2022-12-14,2023-06-30,injury-cruciate-ligament-tear,2022-2023,2022
Armando Broja,Chelsea,2022-08-15,2022-08-25,injury-knock,2022-2023,2022
Armando Broja,Chelsea,2022-07-01,2022-09-06,injury-corona-virus,2022-2023,2022
Ben Chilwell,Chelsea,2023-06-05,2023-03-06,injury-hamstring-injury,2022-2023,2022
Ben Chilwell,Chelsea,2022-07-01,2023-01-31,injury-hamstring-injury,2022-2023,2022
Benoît Badiashile,Chelsea,2023-05-29,2023-06-30,injury-groin-injury,2022-2023,2022
Benoît Badiashile,Chelsea,2023-05-19,2023-06-30,injury-hamstring-injury,2022-2023,2022
Benoît Badiashile,Chelsea,2022-10-13,2022-10-20,injury-adductor-injury,2022-2023,2022
Benoît Badiashile,Chelsea,2022-07-15,2022-10-08,injury-muscle-injury,2022-2023,2022
Callum Hudson-Odoi,Chelsea,2023-04-19,2023-06-30,injury-unknown-injury,2022-2023,2022
Callum Hudson-Odoi,Chelsea,2023-01-28,2023-01-02,injury-knock,2022-2023,2022
Callum Hudson-Odoi,Chelsea,2022-10-13,2022-10-20,injury-knee-problems,2022-2023,2022
Carney Chukwuemeka,Chelsea,2023-04-25,2023-04-27,injury-flu,2022-2023,2022
Carney Chukwuemeka,Chelsea,2022-07-01,2022-12-15,injury-hamstring-injury,2022-2023,2022
Denis Zakaria,Chelsea,2023-01-13,2023-02-13,injury-hamstring-injury,2022-2023,2022
Denis Zakaria,Chelsea,2022-07-01,2022-10-01,injury-corona-virus,2022-2023,2022
Edouard Mendy,Chelsea,2023-05-01,2023-03-16,injury-shoulder-injury,2022-2023,2022
Edouard Mendy,Chelsea,2022-08-12,2023-04-01,injury-knock,2022-2023,2022
Jorginho,Chelsea,2022-07-01,2022-08-05,injury-unknown-injury,2022-2023,2022
Kai Havertz,Chelsea,2023-04-24,2023-01-05,injury-knee-injury,2022-2023,2022
Kai Havertz,Chelsea,2023-03-26,2023-03-29,injury-influenza,2022-2023,2022
Marc Cucurella,Chelsea,2023-04-25,2023-02-06,injury-muscle-injury,2022-2023,2022
Marcus Bettinelli,Chelsea,2023-04-27,2023-06-30,injury-unknown-injury,2022-2023,2022
Mason Mount,Chelsea,2023-04-25,2023-05-31,injury-pelvic-injury,2022-2023,2022
Mason Mount,Chelsea,2023-02-28,2023-03-04,injury-pelvic-contusion,2022-2023,2022
Mason Mount,Chelsea,2023-05-01,2023-06-30,injury-knock,2022-2023,2022
Mateo Kovacic,Chelsea,2023-05-20,2023-05-27,injury-knock,2022-2023,2022
Mateo Kovacic,Chelsea,2023-02-20,2023-02-27,injury-ill,2022-2023,2022
Mateo Kovacic,Chelsea,2023-01-21,2023-04-02,injury-calf-problems,2022-2023,2022
Mateo Kovacic,Chelsea,2022-12-18,2022-12-28,injury-rest,2022-2023,2022
Mateo Kovacic,Chelsea,2022-07-08,2022-08-24,injury-knee-problems,2022-2023,2022
N'Golo Kanté,Chelsea,2023-02-20,2023-06-30,injury-fitness,2022-2023,2022
N'Golo Kanté,Chelsea,2022-08-15,2023-02-20,injury-hamstring-injury,2022-2023,2022
N'Golo Kanté,Chelsea,2022-07-01,2022-12-05,injury-knock,2022-2023,2022
N'Golo Kanté,Chelsea,2022-07-01,2022-10-01,injury-corona-virus,2022-2023,2022
Noni Madueke,Chelsea,2023-05-12,2023-06-30,injury-unknown-injury,2022-2023,2022
Noni Madueke,Chelsea,2022-07-28,2022-10-17,injury-ankle-injury,2022-2023,2022
Noni Madueke,Chelsea,2022-07-01,2022-07-02,injury-muscle-injury,2022-2023,2022
Raheem Sterling,Chelsea,2023-05-01,2023-02-02,injury-hamstring-injury,2022-2023,2022
Reece James,Chelsea,2023-04-25,2023-05-31,injury-hamstring-injury,2022-2023,2022
Reece James,Chelsea,2023-03-26,2023-03-31,injury-thigh-problems,2022-2023,2022
Reece James,Chelsea,2023-01-03,2023-05-03,injury-hamstring-injury,2022-2023,2022
Reece James,Chelsea,2022-12-27,2023-01-31,injury-knee-injury,2022-2023,2022
Reece James,Chelsea,2022-10-13,2022-12-12,injury-knee-injury,2022-2023,2022
Ruben Loftus-Cheek,Chelsea,2023-04-14,2023-04-17,injury-knock,2022-2023,2022
Ruben Loftus-Cheek,Chelsea,2023-02-17,2023-02-19,injury-knock,2022-2023,2022
Ruben Loftus-Cheek,Chelsea,2023-01-02,2023-05-02,injury-knock,2022-2023,2022
Ruben Loftus-Cheek,Chelsea,2022-12-11,2023-01-13,injury-calf-injury,2022-2023,2022
Thiago Silva,Chelsea,2023-02-27,2023-06-30,injury-ligament-injury,2022-2023,2022
Thiago Silva,Chelsea,2023-02-26,2023-06-30,injury-knee-injury,2022-2023,2022
Thiago Silva,Chelsea,2022-07-01,2022-11-01,injury-corona-virus,2022-2023,2022
Trevoh Chalobah,Chelsea,2023-01-08,2023-06-30,injury-thigh-problems,2022-2023,2022
Trevoh Chalobah,Chelsea,2023-02-25,2023-02-28,injury-fitness,2022-2023,2022
Trevoh Chalobah,Chelsea,2023-02-25,2023-02-27,injury-fitness,2022-2023,2022
Trevoh Chalobah,Chelsea,2022-08-29,2022-08-31,injury-fitness,2022-2023,2022
Wesley Fofana,Chelsea,2022-12-20,2023-02-13,injury-knee-injury,2022-2023,2022
Wesley Fofana,Chelsea,2022-07-01,2022-12-16,injury-knee-injury,2022-2023,2022
Chris Richards,Crystal Palace,2022-09-18,2022-11-14,injury-leg-injury,2022-2023,2022
Eberechi Eze,Crystal Palace,2023-03-10,2023-01-11,injury-hamstring-injury,2022-2023,2022
Jack Butland,Crystal Palace,2022-07-19,2022-11-13,injury-broken-finger,2022-2023,2022
Joachim Andersen,Crystal Palace,2023-01-15,2023-02-15,injury-calf-injury,2022-2023,2022
Michael Olise,Crystal Palace,2023-06-26,2023-06-30,injury-hamstring-injury,2022-2023,2022
Naouirou Ahamada,Crystal Palace,2023-03-20,2023-06-30,injury-ankle-injury,2022-2023,2022
Naouirou Ahamada,Crystal Palace,2022-10-16,2022-10-18,injury-ankle-injury,2022-2023,2022
Naouirou Ahamada,Crystal Palace,2022-07-01,2022-10-01,injury-corona-virus,2022-2023,2022
Nathan Ferguson,Crystal Palace,2022-07-01,2022-10-31,injury-achilles-tendon-problems,2022-2023,2022
Remi Matthews,Crystal Palace,2022-07-01,2022-07-11,injury-hip-injury,2022-2023,2022
Wilfried Zaha,Crystal Palace,2023-05-08,2023-06-30,injury-fitness,2022-2023,2022
Wilfried Zaha,Crystal Palace,2023-05-13,2023-05-08,injury-unknown-injury,2022-2023,2022
Wilfried Zaha,Crystal Palace,2023-01-04,2023-04-26,injury-unknown-injury,2022-2023,2022
Wilfried Zaha,Crystal Palace,2023-01-21,2023-02-26,injury-unknown-injury,2022-2023,2022
Wilfried Zaha,Crystal Palace,2022-08-20,2022-08-28,injury-unknown-injury,2022-2023,2022
Amadou Onana,Everton,2023-04-14,2023-04-24,injury-leg-injury,2022-2023,2022
Andros Townsend,Everton,2022-07-01,2023-06-30,injury-cruciate-ligament-injury,2022-2023,2022
Andy Lonergan,Everton,2022-12-09,2023-04-20,injury-knee-problems,2022-2023,2022
Anthony Gordon,Everton,2022-12-29,2023-04-01,injury-ill,2022-2023,2022
Ben Godfrey,Everton,2023-04-30,2023-05-30,injury-adductor-injury,2022-2023,2022
Dele Alli,Everton,2023-03-24,2023-06-30,injury-partial-muscle-tear,2022-2023,2022
Dele Alli,Everton,2022-07-01,2022-09-22,injury-hamstring-strain,2022-2023,2022
Demarai Gray,Everton,2022-07-01,2022-08-03,injury-ill,2022-2023,2022
Dominic Calvert-Lewin,Everton,2023-01-08,2023-06-30,injury-fitness,2022-2023,2022
Dominic Calvert-Lewin,Everton,2023-05-20,2023-06-20,injury-hamstring-injury,2022-2023,2022
Dominic Calvert-Lewin,Everton,2023-04-02,2023-04-20,injury-hamstring-injury,2022-2023,2022
Dominic Calvert-Lewin,Everton,2022-07-01,2022-12-28,injury-hamstring-injury,2022-2023,2022
Eldin Jakupović,Everton,2023-04-13,2023-06-30,injury-leg-injury,2022-2023,2022
Ellis Simms,Everton,2022-09-14,2022-10-24,injury-toe-injury,2022-2023,2022
James Garner,Everton,2022-12-11,2023-06-30,injury-back-injury,2022-2023,2022
Jean-Philippe Gbamin,Everton,2023-05-27,2023-06-30,injury-unknown-injury,2022-2023,2022
Jean-Philippe Gbamin,Everton,2023-01-25,2023-01-29,injury-fitness,2022-2023,2022
Jean-Philippe Gbamin,Everton,2022-12-09,2022-09-17,injury-toe-injury,2022-2023,2022
Jordan Pickford,Everton,2022-09-09,2022-09-27,injury-thigh-problems,2022-2023,2022
Mason Holgate,Everton,2022-08-27,2022-10-16,injury-knee-injury,2022-2023,2022
Nathan Patterson,Everton,2023-03-01,2023-03-01,injury-knee-injury,2022-2023,2022
Nathan Patterson,Everton,2022-09-21,2022-10-26,injury-ankle-injury,2022-2023,2022
Séamus Coleman,Everton,2023-01-05,2023-06-30,injury-knee-injury,2022-2023,2022
Tom Davies,Everton,2023-05-10,2023-06-30,injury-unknown-injury,2022-2023,2022
Vitaliy Mykolenko,Everton,2023-05-13,2023-05-06,injury-muscle-fatigue,2022-2023,2022
Yerry Mina,Everton,2022-07-01,2022-10-31,injury-ankle-injury,2022-2023,2022
Yerry Mina,Everton,2022-08-02,2022-11-04,injury-hamstring-injury,2022-2023,2022
Andreas Pereira,Fulham,2023-04-30,2023-05-29,injury-ankle-injury,2022-2023,2022
Anthony Knockaert,Fulham,2022-10-08,2022-10-10,injury-muscle-injury,2022-2023,2022
Jay Stansfield,Fulham,2022-07-01,2022-09-01,injury-fitness,2022-2023,2022
Joe Bryan,Fulham,2022-07-17,2022-08-08,injury-broken-hand,2022-2023,2022
Kenny Tete,Fulham,2022-09-29,2022-10-29,injury-knock,2022-2023,2022
Layvin Kurzawa,Fulham,2023-02-27,2023-06-30,injury-collateral-ligament-tear,2022-2023,2022
Manor Solomon,Fulham,2023-05-10,2023-06-30,injury-meniscus-injury,2022-2023,2022
Manor Solomon,Fulham,2022-07-08,2023-01-01,injury-knee-surgery,2022-2023,2022
Martial Godo,Fulham,2023-02-12,2023-06-30,injury-ankle-injury,2022-2023,2022
Nathaniel Chalobah,Fulham,2022-07-30,2022-08-08,injury-knock,2022-2023,2022
Neeskens Kebano,Fulham,2022-07-01,2023-04-21,injury-achilles-tendon-rupture,2022-2023,2022
Neeskens Kebano,Fulham,2022-08-18,2022-08-29,injury-minor-knock,2022-2023,2022
Rodrigo Muniz,Fulham,2023-05-11,2023-06-30,injury-knee-injury,2022-2023,2022
Rodrigo Muniz,Fulham,2023-01-02,2023-03-14,injury-knee-problems,2022-2023,2022
Saša Lukić,Fulham,2023-01-15,2023-01-27,injury-hamstring-injury,2022-2023,2022
Saša Lukić,Fulham,2022-09-11,2022-11-21,injury-calf-problems,2022-2023,2022
Saša Lukić,Fulham,2022-07-01,2022-07-03,injury-flu,2022-2023,2022
Shane Duffy,Fulham,2023-05-03,2023-03-13,injury-unknown-injury,2022-2023,2022
Shane Duffy,Fulham,2023-04-01,2023-06-30,injury-ill,2022-2023,2022
Tim Ream,Fulham,2023-06-12,2023-06-30,injury-calf-injury,2022-2023,2022
Tim Ream,Fulham,2023-04-30,2023-05-29,injury-broken-arm,2022-2023,2022
Tom Cairney,Fulham,2023-03-09,2023-06-30,injury-knee-injury,2022-2023,2022
Tom Cairney,Fulham,2022-07-01,2022-11-04,injury-knock,2022-2023,2022
Willian,Fulham,2023-04-25,2023-02-05,injury-torn-muscle-fiber,2022-2023,2022
Willian,Fulham,2022-09-29,2022-12-10,injury-calf-injury,2022-2023,2022
Charlie Cresswell,Leeds,2023-05-04,2023-06-30,injury-fracture-of-the-eye-socket,2022-2023,2022
Crysencio Summerville,Leeds,2023-01-13,2023-01-30,injury-unknown-injury,2022-2023,2022
Dani van den Heuvel,Leeds,2022-07-01,2023-06-01,injury-unknown-injury,2022-2023,2022
Diego Llorente,Leeds,2023-04-24,2023-05-21,injury-hamstring-muscle-injury,2022-2023,2022
Jack Harrison,Leeds,2023-01-07,2023-06-30,injury-hip-injury,2022-2023,2022
Junior Firpo,Leeds,2022-08-07,2022-12-09,injury-knee-injury,2022-2023,2022
Junior Firpo,Leeds,2022-11-03,2022-11-04,injury-collateral-ligament-injury,2022-2023,2022
Luis Sinisterra,Leeds,2023-04-26,2023-01-06,injury-ankle-injury,2022-2023,2022
Luis Sinisterra,Leeds,2022-10-23,2022-12-19,injury-foot-injury,2022-2023,2022
Patrick Bamford,Leeds,2022-07-01,2022-12-31,injury-groin-problems,2022-2023,2022
Rodrigo,Leeds,2023-01-29,2023-06-30,injury-ankle-injury,2022-2023,2022
Stuart Dallas,Leeds,2022-07-01,2023-06-30,injury-femoral-fracture,2022-2023,2022
Tyler Adams,Leeds,2023-03-15,2023-06-30,injury-hamstring-injury,2022-2023,2022
Tyler Adams,Leeds,2022-07-01,2022-08-04,injury-thigh-problems,2022-2023,2022
Weston McKennie,Leeds,2022-10-30,2022-11-14,injury-muscle-injury,2022-2023,2022
Weston McKennie,Leeds,2022-07-31,2022-08-13,injury-shoulder-injury,2022-2023,2022
Ayoze Pérez,Leicester,2023-01-14,2023-02-02,injury-knock,2022-2023,2022
Dennis Praet,Leicester,2022-12-26,2023-06-30,injury-unknown-injury,2022-2023,2022
Hamza Choudhury,Leicester,2023-04-21,2023-04-25,injury-ill,2022-2023,2022
Hamza Choudhury,Leicester,2022-11-12,2023-06-30,injury-knee-injury,2022-2023,2022
Harry Souttar,Leicester,2022-07-01,2022-10-20,injury-cruciate-ligament-tear,2022-2023,2022
Harvey Barnes,Leicester,2022-07-01,2022-08-17,injury-knee-injury,2022-2023,2022
James Justin,Leicester,2022-08-11,2023-05-31,injury-achilles-tendon-rupture,2022-2023,2022
James Justin,Leicester,2022-07-01,2022-07-01,injury-cruciate-ligament-tear,2022-2023,2022
James Maddison,Leicester,2022-12-23,2023-01-16,injury-knee-injury,2022-2023,2022
James Maddison,Leicester,2022-11-19,2022-11-27,injury-knee-injury,2022-2023,2022
Jonny Evans,Leicester,2022-10-12,2023-02-05,injury-calf-injury,2022-2023,2022
Kasey McAteer,Leicester,2023-01-10,2023-06-30,injury-unknown-injury,2022-2023,2022
Nampalys Mendy,Leicester,2022-07-01,2022-10-14,injury-knee-injury,2022-2023,2022
Ricardo Pereira,Leicester,2022-07-01,2023-05-02,injury-achilles-tendon-rupture,2022-2023,2022
Ryan Bertrand,Leicester,2022-07-02,2023-01-07,injury-knee-surgery,2022-2023,2022
Victor Kristiansen,Leicester,2023-02-10,2023-06-30,injury-hamstring-injury,2022-2023,2022
Victor Kristiansen,Leicester,2023-01-03,2023-03-25,injury-ankle-injury,2022-2023,2022
Wesley Fofana,Leicester,2022-12-20,2023-02-13,injury-knee-injury,2022-2023,2022
Wesley Fofana,Leicester,2022-07-01,2022-12-16,injury-knee-injury,2022-2023,2022
